scenario_id,split,seed,trajectory_name,start_xyz,end_xyz,flight_direction_unit,altitude_range_m,camera,object_count,person_count,vehicle_count,object_layout,environment,selected_frame_indices,selected_time_seconds,diversity_factors,trajectory_sha256,object_layout_sha256,scenario_config_path,scenario_config_sha256
T11_far_to_near,train,4111,원거리 시작 접근 및 하강,"[-48, -2, 64]","[0, -2, 52]","[0.970142500145332, 0.0, -0.242535625036333]","[52, 64]","{""boresight"": ""+x world axis, pitched 60 degrees downward (fixed renderer capability)"", ""image_size"": [640, 360], ""intrinsics"": [600.0, 600.0, 320.0, 180.0, 60.0]}",6,3,3,"[{""class_id"": 1, ""class_name"": ""person"", ""object_id"": 1, ""radius_height"": [0.5, 1.8], ""xy"": [-15, -5.2]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 2, ""radius_height"": [1.2, 1.6], ""xy"": [-12.4, -2.8]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 3, ""radius_height"": [0.5, 1.8], ""xy"": [8, -1.2]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 4, ""radius_height"": [1.2, 1.6], ""xy"": [10.8, 1.2]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 5, ""radius_height"": [0.5, 1.8], ""xy"": [31, -4.2]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 6, ""radius_height"": [1.2, 1.6], ""xy"": [34.0, -1.8]}]","{""camera_noise"": 0.05, ""fog_percent"": 18.0, ""illumination_lux"": 10500.0}","[1, 10, 20, 29, 39, 48, 58, 67, 77, 86, 96, 105, 115, 124, 134, 143, 153, 162, 172, 181]","[0.0, 0.9, 1.9, 2.8, 3.8, 4.7, 5.7, 6.6, 7.6, 8.5, 9.5, 10.4, 11.4, 12.3, 13.3, 14.2, 15.2, 16.1, 17.1, 18.0]","[""원거리-근거리 접근"", ""하강""]",10EF595354EF637DDF36DF778F9658A2758F9203E33DF555780EBF6954B7052B,F829CF8AA949C2C6FC0FFDD39DFAD564A9B92429040278266CFF6153AE910721,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\config\diverse_training_scenario_split_v2\scenario_configs\T11_far_to_near.json,AE12E17E7AEA966ED30DEDE86658FCBAB74EA7073E95B0F7F7CB7E8D78453D74
T12_near_to_far,train,4112,근거리 시작 이탈 및 상승,"[0, 3, 50]","[-10, 3, 65]","[-0.5547001962252291, 0.0, 0.8320502943378437]","[50, 65]","{""boresight"": ""+x world axis, pitched 60 degrees downward (fixed renderer capability)"", ""image_size"": [640, 360], ""intrinsics"": [600.0, 600.0, 320.0, 180.0, 60.0]}",6,3,3,"[{""class_id"": 1, ""class_name"": ""person"", ""object_id"": 1, ""radius_height"": [0.5, 1.8], ""xy"": [11, -0.4]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 2, ""radius_height"": [1.2, 1.6], ""xy"": [13.6, 2.4]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 3, ""radius_height"": [0.5, 1.8], ""xy"": [18, 3.6]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 4, ""radius_height"": [1.2, 1.6], ""xy"": [20.8, 6.4]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 5, ""radius_height"": [0.5, 1.8], ""xy"": [25, 0.6]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 6, ""radius_height"": [1.2, 1.6], ""xy"": [28.0, 3.4]}]","{""camera_noise"": 0.0, ""fog_percent"": 1.0, ""illumination_lux"": 14800.0}","[1, 10, 20, 29, 39, 48, 58, 67, 77, 86, 96, 105, 115, 124, 134, 143, 153, 162, 172, 181]","[0.0, 0.9, 1.9, 2.8, 3.8, 4.7, 5.7, 6.6, 7.6, 8.5, 9.5, 10.4, 11.4, 12.3, 13.3, 14.2, 15.2, 16.1, 17.1, 18.0]","[""근거리-원거리 이탈"", ""상승""]",CB097B97ACA3D2EC5A38D250DF317C19838E0A9C7D55196D68BA66D4F696B2DB,182F44B4F4D793BCF94E12E04988428225E15A8ECA22CED6447D52DE77600B6B,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\config\diverse_training_scenario_split_v2\scenario_configs\T12_near_to_far.json,DB165C5652238CC99BFCB40FB0D80E66EA1CB7AFC6F6C5993FA4D90091F6797A
T13_high_short,train,4113,고고도 단거리 통과,"[-20, -11, 70]","[10, -11, 70]","[1.0, 0.0, 0.0]","[70, 70]","{""boresight"": ""+x world axis, pitched 60 degrees downward (fixed renderer capability)"", ""image_size"": [640, 360], ""intrinsics"": [600.0, 600.0, 320.0, 180.0, 60.0]}",6,3,3,"[{""class_id"": 1, ""class_name"": ""person"", ""object_id"": 1, ""radius_height"": [0.5, 1.8], ""xy"": [15, -15.0]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 2, ""radius_height"": [1.2, 1.6], ""xy"": [17.6, -11.0]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 3, ""radius_height"": [0.5, 1.8], ""xy"": [30, -11.0]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 4, ""radius_height"": [1.2, 1.6], ""xy"": [32.8, -7.0]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 5, ""radius_height"": [0.5, 1.8], ""xy"": [45, -14.0]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 6, ""radius_height"": [1.2, 1.6], ""xy"": [48.0, -10.0]}]","{""camera_noise"": 0.01, ""fog_percent"": 5.0, ""illumination_lux"": 13800.0}","[1, 10, 20, 29, 39, 48, 58, 67, 77, 86, 96, 105, 115, 124, 134, 143, 153, 162, 172, 181]","[0.0, 0.9, 1.9, 2.8, 3.8, 4.7, 5.7, 6.6, 7.6, 8.5, 9.5, 10.4, 11.4, 12.3, 13.3, 14.2, 15.2, 16.1, 17.1, 18.0]","[""고고도"", ""짧은 궤적"", ""작은 객체 크기""]",FAD27D4DC99324F00AC6D66496D88C35CBD351A45FB03A0443F8B32160EB49B7,03C09F31D7B727C9E672EB32DC186C31BA4E5B67B5D75BF3A7E059CB9A176AAB,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\config\diverse_training_scenario_split_v2\scenario_configs\T13_high_short.json,B84D42C1352E9C6EDD6BE127834FEB5395537199AC518E56AB528860BC0F1FC5
T14_low_close,train,4114,저고도 근접 통과,"[-25, 12, 44]","[15, 12, 47]","[0.9971993098884563, 0.0, 0.07478994824163422]","[44, 47]","{""boresight"": ""+x world axis, pitched 60 degrees downward (fixed renderer capability)"", ""image_size"": [640, 360], ""intrinsics"": [600.0, 600.0, 320.0, 180.0, 60.0]}",6,3,3,"[{""class_id"": 1, ""class_name"": ""person"", ""object_id"": 1, ""radius_height"": [0.5, 1.8], ""xy"": [-7, 9.0]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 2, ""radius_height"": [1.2, 1.6], ""xy"": [-4.4, 11.0]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 3, ""radius_height"": [0.5, 1.8], ""xy"": [10, 13.0]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 4, ""radius_height"": [1.2, 1.6], ""xy"": [12.8, 15.0]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 5, ""radius_height"": [0.5, 1.8], ""xy"": [28, 10.0]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 6, ""radius_height"": [1.2, 1.6], ""xy"": [31.0, 12.0]}]","{""camera_noise"": 0.02, ""fog_percent"": 9.0, ""illumination_lux"": 12800.0}","[1, 10, 20, 29, 39, 48, 58, 67, 77, 86, 96, 105, 115, 124, 134, 143, 153, 162, 172, 181]","[0.0, 0.9, 1.9, 2.8, 3.8, 4.7, 5.7, 6.6, 7.6, 8.5, 9.5, 10.4, 11.4, 12.3, 13.3, 14.2, 15.2, 16.1, 17.1, 18.0]","[""저고도"", ""근접"", ""큰 객체 크기""]",8CB6E95D5C61E6F7688FB4DB4332FDD438597D86DD380F8A880AF009C016B381,E952CE86BFA751219CBE8F1CC235F7B49EA09D87E6886B09D511C16000395119,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\config\diverse_training_scenario_split_v2\scenario_configs\T14_low_close.json,5D789E37C6B6D114E22F7FAE8CFEE55B14DAC9E2E68A2D3F0D74274888A865BE
T15_lateral_ascending,train,4115,횡방향 상승,"[-22, -16, 48]","[-22, 16, 63]","[0.0, 0.9054589359588684, 0.4244338762307196]","[48, 63]","{""boresight"": ""+x world axis, pitched 60 degrees downward (fixed renderer capability)"", ""image_size"": [640, 360], ""intrinsics"": [600.0, 600.0, 320.0, 180.0, 60.0]}",6,3,3,"[{""class_id"": 1, ""class_name"": ""person"", ""object_id"": 1, ""radius_height"": [0.5, 1.8], ""xy"": [-12, -11.6]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 2, ""radius_height"": [1.2, 1.6], ""xy"": [-9.4, -8.4]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 3, ""radius_height"": [0.5, 1.8], ""xy"": [-5, -1.6]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 4, ""radius_height"": [1.2, 1.6], ""xy"": [-2.2, 1.6]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 5, ""radius_height"": [0.5, 1.8], ""xy"": [2, 8.4]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 6, ""radius_height"": [1.2, 1.6], ""xy"": [5.0, 11.6]}]","{""camera_noise"": 0.03, ""fog_percent"": 13.0, ""illumination_lux"": 11800.0}","[1, 10, 20, 29, 39, 48, 58, 67, 77, 86, 96, 105, 115, 124, 134, 143, 153, 162, 172, 181]","[0.0, 0.9, 1.9, 2.8, 3.8, 4.7, 5.7, 6.6, 7.6, 8.5, 9.5, 10.4, 11.4, 12.3, 13.3, 14.2, 15.2, 16.1, 17.1, 18.0]","[""남북 횡방향"", ""상승""]",EEA3BD8449453E50C6F2815F4BF897439513C35138FEF1F1B4FCC04B75A4CB9C,24BA7636A3E26EC59F7137FD45EE7A6AC28FBA765BEAFD40F7A4ACD5B2843996,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\config\diverse_training_scenario_split_v2\scenario_configs\T15_lateral_ascending.json,1CA84D7243ECE91CB387C4A9E00FDE07AD6E6CDA07618B06D0AE0EF0A4E05687
T16_lateral_descending,train,4116,횡방향 하강,"[-14, 18, 65]","[-14, -18, 48]","[0.0, -0.9042486467459909, -0.4270063054078291]","[48, 65]","{""boresight"": ""+x world axis, pitched 60 degrees downward (fixed renderer capability)"", ""image_size"": [640, 360], ""intrinsics"": [600.0, 600.0, 320.0, 180.0, 60.0]}",6,3,3,"[{""class_id"": 1, ""class_name"": ""person"", ""object_id"": 1, ""radius_height"": [0.5, 1.8], ""xy"": [-4, 8.9]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 2, ""radius_height"": [1.2, 1.6], ""xy"": [-1.4, 11.1]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 3, ""radius_height"": [0.5, 1.8], ""xy"": [3, -1.1]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 4, ""radius_height"": [1.2, 1.6], ""xy"": [5.8, 1.1]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 5, ""radius_height"": [0.5, 1.8], ""xy"": [10, -11.1]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 6, ""radius_height"": [1.2, 1.6], ""xy"": [13.0, -8.9]}]","{""camera_noise"": 0.04, ""fog_percent"": 17.0, ""illumination_lux"": 10800.0}","[1, 10, 20, 29, 39, 48, 58, 67, 77, 86, 96, 105, 115, 124, 134, 143, 153, 162, 172, 181]","[0.0, 0.9, 1.9, 2.8, 3.8, 4.7, 5.7, 6.6, 7.6, 8.5, 9.5, 10.4, 11.4, 12.3, 13.3, 14.2, 15.2, 16.1, 17.1, 18.0]","[""남북 횡방향"", ""하강""]",79EB945F07ADF64887ECF4C32C4C2ACDEC5C1EF65100B327E91263C43C57258B,B58D75DBF1F734ADF9E1009DD1D4B34CAEACC11BD5694DB94A4D459E2F35C62B,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\config\diverse_training_scenario_split_v2\scenario_configs\T16_lateral_descending.json,C4282653DA316B4678597FF716DBE6FFD87E5D03BC6BD204CAC517FA556B3803
T17_partial_occlusion,train,4117,근접 배치 부분 가림 접근,"[-36, 0, 57]","[8, 0, 57]","[1.0, 0.0, 0.0]","[57, 57]","{""boresight"": ""+x world axis, pitched 60 degrees downward (fixed renderer capability)"", ""image_size"": [640, 360], ""intrinsics"": [600.0, 600.0, 320.0, 180.0, 60.0]}",6,3,3,"[{""class_id"": 1, ""class_name"": ""person"", ""object_id"": 1, ""radius_height"": [0.5, 1.8], ""xy"": [-10, -0.25]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 2, ""radius_height"": [1.2, 1.6], ""xy"": [-9.2, 0.25]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 3, ""radius_height"": [0.5, 1.8], ""xy"": [10, 0.15]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 4, ""radius_height"": [1.2, 1.6], ""xy"": [10.8, 0.65]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 5, ""radius_height"": [0.5, 1.8], ""xy"": [30, -0.65]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 6, ""radius_height"": [1.2, 1.6], ""xy"": [30.8, -0.15]}]","{""camera_noise"": 0.05, ""fog_percent"": 20.0, ""illumination_lux"": 9800.0}","[1, 10, 20, 29, 39, 48, 58, 67, 77, 86, 96, 105, 115, 124, 134, 143, 153, 162, 172, 181]","[0.0, 0.9, 1.9, 2.8, 3.8, 4.7, 5.7, 6.6, 7.6, 8.5, 9.5, 10.4, 11.4, 12.3, 13.3, 14.2, 15.2, 16.1, 17.1, 18.0]","[""사람-차량 근접 배치"", ""부분 가림"", ""접근""]",A5CC530F71DB7EC2B4D04CDD2F1938942CD2189F7F3DEA2747B70A4EC0D4F5A0,E52069285B426B0F8E03A750CC509B8E8887FC9E099035B1E50A6A6320C92052,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\config\diverse_training_scenario_split_v2\scenario_configs\T17_partial_occlusion.json,E18387ECD8919F4DB13BC53FF9DAEC3BED63E1BAE0A79FFE23F64CD063720440
T18_wide_diagonal,train,4118,넓은 배치 대각 하강,"[-28, -12, 59]","[16, 12, 50]","[0.8640749563977734, 0.47131361258060367, -0.17674260471772638]","[50, 59]","{""boresight"": ""+x world axis, pitched 60 degrees downward (fixed renderer capability)"", ""image_size"": [640, 360], ""intrinsics"": [600.0, 600.0, 320.0, 180.0, 60.0]}",6,3,3,"[{""class_id"": 1, ""class_name"": ""person"", ""object_id"": 1, ""radius_height"": [0.5, 1.8], ""xy"": [-4, -11.5]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 2, ""radius_height"": [1.2, 1.6], ""xy"": [-1.4, -4.5]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 3, ""radius_height"": [0.5, 1.8], ""xy"": [17, -2.5]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 4, ""radius_height"": [1.2, 1.6], ""xy"": [19.8, 4.5]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 5, ""radius_height"": [0.5, 1.8], ""xy"": [38, 6.5]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 6, ""radius_height"": [1.2, 1.6], ""xy"": [41.0, 13.5]}]","{""camera_noise"": 0.01, ""fog_percent"": 3.0, ""illumination_lux"": 14200.0}","[1, 10, 20, 29, 39, 48, 58, 67, 77, 86, 96, 105, 115, 124, 134, 143, 153, 162, 172, 181]","[0.0, 0.9, 1.9, 2.8, 3.8, 4.7, 5.7, 6.6, 7.6, 8.5, 9.5, 10.4, 11.4, 12.3, 13.3, 14.2, 15.2, 16.1, 17.1, 18.0]","[""대각선"", ""하강"", ""넓은 객체 간격""]",D0BBA3718438569D54958F1F7ABD384A0476EE4C2C600A8200B50A8B44E52C40,37DD9A7E36F3E6CF0F91745A4ACF00AEE8A85E4EA2E44B15066965EFDF030B42,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\config\diverse_training_scenario_split_v2\scenario_configs\T18_wide_diagonal.json,ACFE278899AE60F18072E6A5949C577BAB0705D5CB13C173043A265DBB330C88
V01_east_ascending,val,5101,검증 동쪽 상승,"[-34, 3, 49]","[13, 3, 66]","[0.9403762257505054, 0.0, 0.34013608165443815]","[49, 66]","{""boresight"": ""+x world axis, pitched 60 degrees downward (fixed renderer capability)"", ""image_size"": [640, 360], ""intrinsics"": [600.0, 600.0, 320.0, 180.0, 60.0]}",6,3,3,"[{""class_id"": 1, ""class_name"": ""person"", ""object_id"": 1, ""radius_height"": [0.5, 1.8], ""xy"": [-10, -0.3]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 2, ""radius_height"": [1.2, 1.6], ""xy"": [-7.4, 2.3]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 3, ""radius_height"": [0.5, 1.8], ""xy"": [11, 3.7]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 4, ""radius_height"": [1.2, 1.6], ""xy"": [13.8, 6.3]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 5, ""radius_height"": [0.5, 1.8], ""xy"": [33, 0.7]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 6, ""radius_height"": [1.2, 1.6], ""xy"": [36.0, 3.3]}]","{""camera_noise"": 0.02, ""fog_percent"": 7.0, ""illumination_lux"": 13400.0}","[1, 10, 20, 29, 39, 48, 58, 67, 77, 86, 96, 105, 115, 124, 134, 143, 153, 162, 172, 181]","[0.0, 0.9, 1.9, 2.8, 3.8, 4.7, 5.7, 6.6, 7.6, 8.5, 9.5, 10.4, 11.4, 12.3, 13.3, 14.2, 15.2, 16.1, 17.1, 18.0]","[""상승"", ""동서 직선""]",9E3C076D4492E6CA87F99684EC4EFE5E987E40449A005FA5E1C727260F196034,51502946921640F77925F0DB860BBB19A129DCB2082456961F5E130D692B6E2A,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\config\diverse_training_scenario_split_v2\scenario_configs\V01_east_ascending.json,68D94112AE2FFFDAD3295A478463791854693D6AA57C9D42FE4F72E0224BBC85
V02_west_retreat,val,5102,검증 서쪽 이탈,"[3, -10, 56]","[-10, -10, 62]","[-0.9079593845004517, 0.0, 0.4190581774617469]","[56, 62]","{""boresight"": ""+x world axis, pitched 60 degrees downward (fixed renderer capability)"", ""image_size"": [640, 360], ""intrinsics"": [600.0, 600.0, 320.0, 180.0, 60.0]}",6,3,3,"[{""class_id"": 1, ""class_name"": ""person"", ""object_id"": 1, ""radius_height"": [0.5, 1.8], ""xy"": [13, -13.7]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 2, ""radius_height"": [1.2, 1.6], ""xy"": [15.6, -10.3]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 3, ""radius_height"": [0.5, 1.8], ""xy"": [19, -9.7]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 4, ""radius_height"": [1.2, 1.6], ""xy"": [21.8, -6.3]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 5, ""radius_height"": [0.5, 1.8], ""xy"": [25, -12.7]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 6, ""radius_height"": [1.2, 1.6], ""xy"": [28.0, -9.3]}]","{""camera_noise"": 0.03, ""fog_percent"": 11.0, ""illumination_lux"": 12400.0}","[1, 10, 20, 29, 39, 48, 58, 67, 77, 86, 96, 105, 115, 124, 134, 143, 153, 162, 172, 181]","[0.0, 0.9, 1.9, 2.8, 3.8, 4.7, 5.7, 6.6, 7.6, 8.5, 9.5, 10.4, 11.4, 12.3, 13.3, 14.2, 15.2, 16.1, 17.1, 18.0]","[""이탈"", ""역방향"", ""상승""]",2976E50E1C9D20B26286FFA4003EE29F09266158458ADF3A905342A898EE3D42,A9E0BCBC31AD76A28BD4129DDA1A5469DF56CB5A9F21F81D89BE88035D7D4067,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\config\diverse_training_scenario_split_v2\scenario_configs\V02_west_retreat.json,B602B56BA089F3AEE809CF1518351376F88868F468DD0CD0A373168DA98F91EF
V03_north_lateral,val,5103,검증 남-북 횡방향,"[-18, -20, 58]","[-18, 17, 58]","[0.0, 1.0, 0.0]","[58, 58]","{""boresight"": ""+x world axis, pitched 60 degrees downward (fixed renderer capability)"", ""image_size"": [640, 360], ""intrinsics"": [600.0, 600.0, 320.0, 180.0, 60.0]}",6,3,3,"[{""class_id"": 1, ""class_name"": ""person"", ""object_id"": 1, ""radius_height"": [0.5, 1.8], ""xy"": [-8, -13.0]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 2, ""radius_height"": [1.2, 1.6], ""xy"": [-5.4, -11.0]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 3, ""radius_height"": [0.5, 1.8], ""xy"": [-1, -1.0]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 4, ""radius_height"": [1.2, 1.6], ""xy"": [1.8, 1.0]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 5, ""radius_height"": [0.5, 1.8], ""xy"": [6, 10.0]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 6, ""radius_height"": [1.2, 1.6], ""xy"": [9.0, 12.0]}]","{""camera_noise"": 0.04, ""fog_percent"": 15.0, ""illumination_lux"": 11400.0}","[1, 10, 20, 29, 39, 48, 58, 67, 77, 86, 96, 105, 115, 124, 134, 143, 153, 162, 172, 181]","[0.0, 0.9, 1.9, 2.8, 3.8, 4.7, 5.7, 6.6, 7.6, 8.5, 9.5, 10.4, 11.4, 12.3, 13.3, 14.2, 15.2, 16.1, 17.1, 18.0]","[""남북 횡방향"", ""고정 고도""]",F2B3148562E51428C398E81D60E5F157511D95C25220769CAD3C52169ED6EE25,54D4F1B9AD7BEA3B2794C63916B0277460A5E62DC5C1832B5CB28C7646328157,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\config\diverse_training_scenario_split_v2\scenario_configs\V03_north_lateral.json,1BC85CFD9932FB5978E9098F56B19906E137EA61C5571CD7A2DD0D0FAFE3E955
V04_diagonal_descending,val,5104,검증 대각 하강,"[-31, 13, 64]","[13, -12, 50]","[0.8379812347976836, -0.47612570158959294, -0.26663039289017204]","[50, 64]","{""boresight"": ""+x world axis, pitched 60 degrees downward (fixed renderer capability)"", ""image_size"": [640, 360], ""intrinsics"": [600.0, 600.0, 320.0, 180.0, 60.0]}",6,3,3,"[{""class_id"": 1, ""class_name"": ""person"", ""object_id"": 1, ""radius_height"": [0.5, 1.8], ""xy"": [-7, 7.5]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 2, ""radius_height"": [1.2, 1.6], ""xy"": [-4.4, 10.5]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 3, ""radius_height"": [0.5, 1.8], ""xy"": [14, -1.5]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 4, ""radius_height"": [1.2, 1.6], ""xy"": [16.8, 1.5]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 5, ""radius_height"": [0.5, 1.8], ""xy"": [35, -9.5]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 6, ""radius_height"": [1.2, 1.6], ""xy"": [38.0, -6.5]}]","{""camera_noise"": 0.05, ""fog_percent"": 19.0, ""illumination_lux"": 10400.0}","[1, 10, 20, 29, 39, 48, 58, 67, 77, 86, 96, 105, 115, 124, 134, 143, 153, 162, 172, 181]","[0.0, 0.9, 1.9, 2.8, 3.8, 4.7, 5.7, 6.6, 7.6, 8.5, 9.5, 10.4, 11.4, 12.3, 13.3, 14.2, 15.2, 16.1, 17.1, 18.0]","[""대각선"", ""하강""]",23A9BD59A56B4E1481A79CC4378CE3E481F579BA7115DE5A9EF5CFB88252E24E,ECF3801DE0A340D2BEF32AEB22438B20A69D30ED4B883B00D6F859B251C6CB95,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\config\diverse_training_scenario_split_v2\scenario_configs\V04_diagonal_descending.json,0E73842CB461FEE03CDFDE8951717A11A3A7096B7C87C7BF8E7479F5D785FCAA
V05_occluded_approach,val,5105,검증 부분 가림 접근,"[-45, 7, 62]","[1, 7, 54]","[0.9852117548196745, 0.0, -0.17134117475124774]","[54, 62]","{""boresight"": ""+x world axis, pitched 60 degrees downward (fixed renderer capability)"", ""image_size"": [640, 360], ""intrinsics"": [600.0, 600.0, 320.0, 180.0, 60.0]}",6,3,3,"[{""class_id"": 1, ""class_name"": ""person"", ""object_id"": 1, ""radius_height"": [0.5, 1.8], ""xy"": [-13, 6.25]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 2, ""radius_height"": [1.2, 1.6], ""xy"": [-12.2, 6.75]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 3, ""radius_height"": [0.5, 1.8], ""xy"": [9, 7.05]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 4, ""radius_height"": [1.2, 1.6], ""xy"": [9.8, 7.55]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 5, ""radius_height"": [0.5, 1.8], ""xy"": [31, 6.45]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 6, ""radius_height"": [1.2, 1.6], ""xy"": [31.8, 6.95]}]","{""camera_noise"": 0.0, ""fog_percent"": 0.0, ""illumination_lux"": 15000.0}","[1, 10, 20, 29, 39, 48, 58, 67, 77, 86, 96, 105, 115, 124, 134, 143, 153, 162, 172, 181]","[0.0, 0.9, 1.9, 2.8, 3.8, 4.7, 5.7, 6.6, 7.6, 8.5, 9.5, 10.4, 11.4, 12.3, 13.3, 14.2, 15.2, 16.1, 17.1, 18.0]","[""원거리-근거리 접근"", ""부분 가림""]",7C8D4F7FACEBF7CC974B4128446CB855EFB9EDB3955DC617DABF20028FB0DE7D,2BC177B119C85392C92ECF87EC4E740418B2CB1C8C0CA0F9E06819E99BF971D7,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\config\diverse_training_scenario_split_v2\scenario_configs\V05_occluded_approach.json,FFC2511EB2C989EE384929F034AB7B7C1AC0E8C8585E45CB93AF8ECF84706730
