frame_position_zero_based,frame_index_matlab_one_based,object_id,class_name,x,y,width,height,area,center_x,center_y,nonpositive,outside_left,outside_top,outside_right,outside_bottom,any_out_of_bounds,clipped_x,clipped_y,clipped_width,clipped_height,clipped_area
47,48,2,person,293.0,290.0,19.0,26.0,494.0,302.5,303.0,False,False,False,False,False,False,293.0,290.0,19.0,26.0,494.0
47,48,3,person,390.0,0.0,15.0,21.0,315.0,397.5,10.5,False,False,False,False,False,False,390.0,0.0,15.0,21.0,315.0
48,49,2,person,293.0,301.0,19.0,24.0,456.0,302.5,313.0,False,False,False,False,False,False,293.0,301.0,19.0,24.0,456.0
48,49,3,person,390.0,0.0,17.0,26.0,442.0,398.5,13.0,False,False,False,False,False,False,390.0,0.0,17.0,26.0,442.0
49,50,2,person,292.0,311.0,20.0,24.0,480.0,302.0,323.0,False,False,False,False,False,False,292.0,311.0,20.0,24.0,480.0
49,50,3,person,391.0,0.0,17.0,31.0,527.0,399.5,15.5,False,False,False,False,False,False,391.0,0.0,17.0,31.0,527.0
50,51,2,person,292.0,309.0,20.0,24.0,480.0,302.0,321.0,False,False,False,False,False,False,292.0,309.0,20.0,24.0,480.0
50,51,3,person,382.0,5.0,17.0,34.0,578.0,390.5,22.0,False,False,False,False,False,False,382.0,5.0,17.0,34.0,578.0
51,52,2,person,292.0,319.0,20.0,24.0,480.0,302.0,331.0,False,False,False,False,False,False,292.0,319.0,20.0,24.0,480.0
51,52,3,person,383.0,11.0,16.0,34.0,544.0,391.0,28.0,False,False,False,False,False,False,383.0,11.0,16.0,34.0,544.0
52,53,2,person,292.0,329.0,20.0,24.0,480.0,302.0,341.0,False,False,False,False,False,False,292.0,329.0,20.0,24.0,480.0
52,53,3,person,383.0,17.0,17.0,33.0,561.0,391.5,33.5,False,False,False,False,False,False,383.0,17.0,17.0,33.0,561.0
53,54,2,person,291.0,340.0,21.0,20.0,420.0,301.5,350.0,False,False,False,False,False,False,291.0,340.0,21.0,20.0,420.0
53,54,3,person,383.0,23.0,18.0,33.0,594.0,392.0,39.5,False,False,False,False,False,False,383.0,23.0,18.0,33.0,594.0
54,55,2,person,289.0,338.0,20.0,22.0,440.0,299.0,349.0,False,False,False,False,False,False,289.0,338.0,20.0,22.0,440.0
54,55,3,person,375.0,34.0,16.0,31.0,496.0,383.0,49.5,False,False,False,False,False,False,375.0,34.0,16.0,31.0,496.0
55,56,2,person,289.0,349.0,20.0,11.0,220.0,299.0,354.5,False,False,False,False,False,False,289.0,349.0,20.0,11.0,220.0
55,56,3,person,375.0,40.0,17.0,31.0,527.0,383.5,55.5,False,False,False,False,False,False,375.0,40.0,17.0,31.0,527.0
56,57,3,person,375.0,47.0,18.0,30.0,540.0,384.0,62.0,False,False,False,False,False,False,375.0,47.0,18.0,30.0,540.0
57,58,3,person,376.0,53.0,17.0,31.0,527.0,384.5,68.5,False,False,False,False,False,False,376.0,53.0,17.0,31.0,527.0
58,59,3,person,369.0,66.0,16.0,29.0,464.0,377.0,80.5,False,False,False,False,False,False,369.0,66.0,16.0,29.0,464.0
59,60,3,person,369.0,73.0,16.0,28.0,448.0,377.0,87.0,False,False,False,False,False,False,369.0,73.0,16.0,28.0,448.0
59,60,4,vehicle,260.0,0.0,33.0,3.0,99.0,276.5,1.5,False,False,False,False,False,False,260.0,0.0,33.0,3.0,99.0
60,61,3,person,369.0,79.0,17.0,29.0,493.0,377.5,93.5,False,False,False,False,False,False,369.0,79.0,17.0,29.0,493.0
60,61,4,vehicle,255.0,0.0,42.0,8.0,336.0,276.0,4.0,False,False,False,False,False,False,255.0,0.0,42.0,8.0,336.0
61,62,3,person,369.0,87.0,18.0,28.0,504.0,378.0,101.0,False,False,False,False,False,False,369.0,87.0,18.0,28.0,504.0
61,62,4,vehicle,255.0,0.0,42.0,13.0,546.0,276.0,6.5,False,False,False,False,False,False,255.0,0.0,42.0,13.0,546.0
62,63,3,person,370.0,93.0,17.0,29.0,493.0,378.5,107.5,False,False,False,False,False,False,370.0,93.0,17.0,29.0,493.0
62,63,4,vehicle,255.0,0.0,42.0,17.0,714.0,276.0,8.5,False,False,False,False,False,False,255.0,0.0,42.0,17.0,714.0
63,64,3,person,362.0,110.0,17.0,27.0,459.0,370.5,123.5,False,False,False,False,False,False,362.0,110.0,17.0,27.0,459.0
63,64,4,vehicle,254.0,0.0,43.0,22.0,946.0,275.5,11.0,False,False,False,False,False,False,254.0,0.0,43.0,22.0,946.0
64,65,3,person,363.0,117.0,17.0,27.0,459.0,371.5,130.5,False,False,False,False,False,False,363.0,117.0,17.0,27.0,459.0
64,65,4,vehicle,253.0,0.0,44.0,27.0,1188.0,275.0,13.5,False,False,False,False,False,False,253.0,0.0,44.0,27.0,1188.0
65,66,3,person,363.0,125.0,17.0,26.0,442.0,371.5,138.0,False,False,False,False,False,False,363.0,125.0,17.0,26.0,442.0
65,66,4,vehicle,253.0,0.0,44.0,32.0,1408.0,275.0,16.0,False,False,False,False,False,False,253.0,0.0,44.0,32.0,1408.0
66,67,3,person,363.0,132.0,18.0,27.0,486.0,372.0,145.5,False,False,False,False,False,False,363.0,132.0,18.0,27.0,486.0
66,67,4,vehicle,253.0,0.0,44.0,37.0,1628.0,275.0,18.5,False,False,False,False,False,False,253.0,0.0,44.0,37.0,1628.0
67,68,3,person,359.0,149.0,18.0,25.0,450.0,368.0,161.5,False,False,False,False,False,False,359.0,149.0,18.0,25.0,450.0
67,68,4,vehicle,253.0,0.0,44.0,42.0,1848.0,275.0,21.0,False,False,False,False,False,False,253.0,0.0,44.0,42.0,1848.0
68,69,3,person,359.0,157.0,18.0,25.0,450.0,368.0,169.5,False,False,False,False,False,False,359.0,157.0,18.0,25.0,450.0
68,69,4,vehicle,252.0,0.0,45.0,47.0,2115.0,274.5,23.5,False,False,False,False,False,False,252.0,0.0,45.0,47.0,2115.0
69,70,3,person,360.0,165.0,18.0,25.0,450.0,369.0,177.5,False,False,False,False,False,False,360.0,165.0,18.0,25.0,450.0
69,70,4,vehicle,252.0,0.0,45.0,52.0,2340.0,274.5,26.0,False,False,False,False,False,False,252.0,0.0,45.0,52.0,2340.0
70,71,3,person,360.0,173.0,19.0,25.0,475.0,369.5,185.5,False,False,False,False,False,False,360.0,173.0,19.0,25.0,475.0
70,71,4,vehicle,251.0,0.0,46.0,57.0,2622.0,274.0,28.5,False,False,False,False,False,False,251.0,0.0,46.0,57.0,2622.0
71,72,3,person,359.0,191.0,18.0,24.0,432.0,368.0,203.0,False,False,False,False,False,False,359.0,191.0,18.0,24.0,432.0
71,72,4,vehicle,251.0,5.0,46.0,58.0,2668.0,274.0,34.0,False,False,False,False,False,False,251.0,5.0,46.0,58.0,2668.0
72,73,3,person,359.0,199.0,19.0,24.0,456.0,368.5,211.0,False,False,False,False,False,False,359.0,199.0,19.0,24.0,456.0
72,73,4,vehicle,251.0,10.0,46.0,58.0,2668.0,274.0,39.0,False,False,False,False,False,False,251.0,10.0,46.0,58.0,2668.0
73,74,3,person,359.0,208.0,19.0,24.0,456.0,368.5,220.0,False,False,False,False,False,False,359.0,208.0,19.0,24.0,456.0
73,74,4,vehicle,250.0,15.0,47.0,58.0,2726.0,273.5,44.0,False,False,False,False,False,False,250.0,15.0,47.0,58.0,2726.0
74,75,3,person,359.0,217.0,20.0,24.0,480.0,369.0,229.0,False,False,False,False,False,False,359.0,217.0,20.0,24.0,480.0
74,75,4,vehicle,249.0,20.0,48.0,59.0,2832.0,273.0,49.5,False,False,False,False,False,False,249.0,20.0,48.0,59.0,2832.0
75,76,3,person,361.0,237.0,20.0,23.0,460.0,371.0,248.5,False,False,False,False,False,False,361.0,237.0,20.0,23.0,460.0
75,76,4,vehicle,249.0,25.0,47.0,59.0,2773.0,272.5,54.5,False,False,False,False,False,False,249.0,25.0,47.0,59.0,2773.0
76,77,3,person,361.0,246.0,20.0,23.0,460.0,371.0,257.5,False,False,False,False,False,False,361.0,246.0,20.0,23.0,460.0
76,77,4,vehicle,249.0,31.0,47.0,59.0,2773.0,272.5,60.5,False,False,False,False,False,False,249.0,31.0,47.0,59.0,2773.0
77,78,3,person,362.0,256.0,20.0,22.0,440.0,372.0,267.0,False,False,False,False,False,False,362.0,256.0,20.0,22.0,440.0
77,78,4,vehicle,249.0,36.0,47.0,59.0,2773.0,272.5,65.5,False,False,False,False,False,False,249.0,36.0,47.0,59.0,2773.0
78,79,3,person,362.0,265.0,20.0,23.0,460.0,372.0,276.5,False,False,False,False,False,False,362.0,265.0,20.0,23.0,460.0
78,79,4,vehicle,248.0,41.0,48.0,60.0,2880.0,272.0,71.0,False,False,False,False,False,False,248.0,41.0,48.0,60.0,2880.0
79,80,3,person,367.0,286.0,20.0,23.0,460.0,377.0,297.5,False,False,False,False,False,False,367.0,286.0,20.0,23.0,460.0
79,80,4,vehicle,247.0,47.0,49.0,60.0,2940.0,271.5,77.0,False,False,False,False,False,False,247.0,47.0,49.0,60.0,2940.0
80,81,3,person,367.0,297.0,21.0,22.0,462.0,377.5,308.0,False,False,False,False,False,False,367.0,297.0,21.0,22.0,462.0
80,81,4,vehicle,247.0,53.0,48.0,60.0,2880.0,271.0,83.0,False,False,False,False,False,False,247.0,53.0,48.0,60.0,2880.0
81,82,3,person,367.0,307.0,22.0,22.0,484.0,378.0,318.0,False,False,False,False,False,False,367.0,307.0,22.0,22.0,484.0
81,82,4,vehicle,247.0,58.0,48.0,61.0,2928.0,271.0,88.5,False,False,False,False,False,False,247.0,58.0,48.0,61.0,2928.0
82,83,3,person,368.0,317.0,21.0,22.0,462.0,378.5,328.0,False,False,False,False,False,False,368.0,317.0,21.0,22.0,462.0
82,83,4,vehicle,246.0,64.0,49.0,61.0,2989.0,270.5,94.5,False,False,False,False,False,False,246.0,64.0,49.0,61.0,2989.0
83,84,3,person,375.0,339.0,22.0,21.0,462.0,386.0,349.5,False,False,False,False,False,False,375.0,339.0,22.0,21.0,462.0
83,84,4,vehicle,245.0,70.0,50.0,61.0,3050.0,270.0,100.5,False,False,False,False,False,False,245.0,70.0,50.0,61.0,3050.0
84,85,3,person,377.0,349.0,22.0,11.0,242.0,388.0,354.5,False,False,False,False,False,False,377.0,349.0,22.0,11.0,242.0
84,85,4,vehicle,245.0,75.0,50.0,62.0,3100.0,270.0,106.0,False,False,False,False,False,False,245.0,75.0,50.0,62.0,3100.0
85,86,4,vehicle,245.0,81.0,50.0,62.0,3100.0,270.0,112.0,False,False,False,False,False,False,245.0,81.0,50.0,62.0,3100.0
86,87,4,vehicle,244.0,87.0,51.0,62.0,3162.0,269.5,118.0,False,False,False,False,False,False,244.0,87.0,51.0,62.0,3162.0
87,88,4,vehicle,244.0,93.0,51.0,62.0,3162.0,269.5,124.0,False,False,False,False,False,False,244.0,93.0,51.0,62.0,3162.0
88,89,4,vehicle,243.0,100.0,52.0,62.0,3224.0,269.0,131.0,False,False,False,False,False,False,243.0,100.0,52.0,62.0,3224.0
88,89,5,vehicle,345.0,0.0,31.0,2.0,62.0,360.5,1.0,False,False,False,False,False,False,345.0,0.0,31.0,2.0,62.0
89,90,4,vehicle,243.0,106.0,51.0,63.0,3213.0,268.5,137.5,False,False,False,False,False,False,243.0,106.0,51.0,63.0,3213.0
89,90,5,vehicle,341.0,0.0,40.0,7.0,280.0,361.0,3.5,False,False,False,False,False,False,341.0,0.0,40.0,7.0,280.0
90,91,4,vehicle,242.0,112.0,52.0,63.0,3276.0,268.0,143.5,False,False,False,False,False,False,242.0,112.0,52.0,63.0,3276.0
90,91,5,vehicle,341.0,0.0,40.0,11.0,440.0,361.0,5.5,False,False,False,False,False,False,341.0,0.0,40.0,11.0,440.0
91,92,4,vehicle,241.0,119.0,53.0,63.0,3339.0,267.5,150.5,False,False,False,False,False,False,241.0,119.0,53.0,63.0,3339.0
91,92,5,vehicle,341.0,0.0,41.0,15.0,615.0,361.5,7.5,False,False,False,False,False,False,341.0,0.0,41.0,15.0,615.0
92,93,4,vehicle,241.0,125.0,53.0,64.0,3392.0,267.5,157.0,False,False,False,False,False,False,241.0,125.0,53.0,64.0,3392.0
92,93,5,vehicle,341.0,0.0,41.0,20.0,820.0,361.5,10.0,False,False,False,False,False,False,341.0,0.0,41.0,20.0,820.0
93,94,4,vehicle,241.0,131.0,52.0,64.0,3328.0,267.0,163.0,False,False,False,False,False,False,241.0,131.0,52.0,64.0,3328.0
93,94,5,vehicle,342.0,0.0,41.0,25.0,1025.0,362.5,12.5,False,False,False,False,False,False,342.0,0.0,41.0,25.0,1025.0
94,95,4,vehicle,240.0,137.0,53.0,66.0,3498.0,266.5,170.0,False,False,False,False,False,False,240.0,137.0,53.0,66.0,3498.0
94,95,5,vehicle,341.0,0.0,42.0,29.0,1218.0,362.0,14.5,False,False,False,False,False,False,341.0,0.0,42.0,29.0,1218.0
95,96,4,vehicle,239.0,144.0,54.0,65.0,3510.0,266.0,176.5,False,False,False,False,False,False,239.0,144.0,54.0,65.0,3510.0
95,96,5,vehicle,341.0,0.0,42.0,34.0,1428.0,362.0,17.0,False,False,False,False,False,False,341.0,0.0,42.0,34.0,1428.0
96,97,4,vehicle,239.0,151.0,54.0,66.0,3564.0,266.0,184.0,False,False,False,False,False,False,239.0,151.0,54.0,66.0,3564.0
96,97,5,vehicle,341.0,0.0,42.0,39.0,1638.0,362.0,19.5,False,False,False,False,False,False,341.0,0.0,42.0,39.0,1638.0
97,98,4,vehicle,239.0,157.0,54.0,67.0,3618.0,266.0,190.5,False,False,False,False,False,False,239.0,157.0,54.0,67.0,3618.0
97,98,5,vehicle,341.0,0.0,43.0,43.0,1849.0,362.5,21.5,False,False,False,False,False,False,341.0,0.0,43.0,43.0,1849.0
98,99,4,vehicle,238.0,164.0,55.0,67.0,3685.0,265.5,197.5,False,False,False,False,False,False,238.0,164.0,55.0,67.0,3685.0
98,99,5,vehicle,342.0,0.0,42.0,48.0,2016.0,363.0,24.0,False,False,False,False,False,False,342.0,0.0,42.0,48.0,2016.0
99,100,4,vehicle,237.0,171.0,56.0,68.0,3808.0,265.0,205.0,False,False,False,False,False,False,237.0,171.0,56.0,68.0,3808.0
99,100,5,vehicle,342.0,0.0,43.0,53.0,2279.0,363.5,26.5,False,False,False,False,False,False,342.0,0.0,43.0,53.0,2279.0
100,101,4,vehicle,237.0,178.0,56.0,69.0,3864.0,265.0,212.5,False,False,False,False,False,False,237.0,178.0,56.0,69.0,3864.0
100,101,5,vehicle,342.0,4.0,43.0,54.0,2322.0,363.5,31.0,False,False,False,False,False,False,342.0,4.0,43.0,54.0,2322.0
101,102,4,vehicle,236.0,185.0,56.0,69.0,3864.0,264.0,219.5,False,False,False,False,False,False,236.0,185.0,56.0,69.0,3864.0
101,102,5,vehicle,342.0,9.0,43.0,54.0,2322.0,363.5,36.0,False,False,False,False,False,False,342.0,9.0,43.0,54.0,2322.0
102,103,4,vehicle,235.0,192.0,57.0,70.0,3990.0,263.5,227.0,False,False,False,False,False,False,235.0,192.0,57.0,70.0,3990.0
102,103,5,vehicle,342.0,13.0,43.0,55.0,2365.0,363.5,40.5,False,False,False,False,False,False,342.0,13.0,43.0,55.0,2365.0
103,104,4,vehicle,235.0,199.0,57.0,71.0,4047.0,263.5,234.5,False,False,False,False,False,False,235.0,199.0,57.0,71.0,4047.0
103,104,5,vehicle,342.0,18.0,44.0,55.0,2420.0,364.0,45.5,False,False,False,False,False,False,342.0,18.0,44.0,55.0,2420.0
104,105,4,vehicle,234.0,207.0,57.0,71.0,4047.0,262.5,242.5,False,False,False,False,False,False,234.0,207.0,57.0,71.0,4047.0
104,105,5,vehicle,343.0,23.0,43.0,55.0,2365.0,364.5,50.5,False,False,False,False,False,False,343.0,23.0,43.0,55.0,2365.0
105,106,4,vehicle,233.0,214.0,58.0,72.0,4176.0,262.0,250.0,False,False,False,False,False,False,233.0,214.0,58.0,72.0,4176.0
105,106,5,vehicle,343.0,28.0,44.0,55.0,2420.0,365.0,55.5,False,False,False,False,False,False,343.0,28.0,44.0,55.0,2420.0
106,107,4,vehicle,233.0,221.0,58.0,73.0,4234.0,262.0,257.5,False,False,False,False,False,False,233.0,221.0,58.0,73.0,4234.0
106,107,5,vehicle,343.0,33.0,44.0,56.0,2464.0,365.0,61.0,False,False,False,False,False,False,343.0,33.0,44.0,56.0,2464.0
107,108,4,vehicle,232.0,229.0,59.0,74.0,4366.0,261.5,266.0,False,False,False,False,False,False,232.0,229.0,59.0,74.0,4366.0
107,108,5,vehicle,343.0,38.0,44.0,56.0,2464.0,365.0,66.0,False,False,False,False,False,False,343.0,38.0,44.0,56.0,2464.0
108,109,4,vehicle,231.0,237.0,60.0,74.0,4440.0,261.0,274.0,False,False,False,False,False,False,231.0,237.0,60.0,74.0,4440.0
108,109,5,vehicle,343.0,43.0,45.0,56.0,2520.0,365.5,71.0,False,False,False,False,False,False,343.0,43.0,45.0,56.0,2520.0
109,110,4,vehicle,231.0,245.0,60.0,74.0,4440.0,261.0,282.0,False,False,False,False,False,False,231.0,245.0,60.0,74.0,4440.0
109,110,5,vehicle,343.0,49.0,45.0,56.0,2520.0,365.5,77.0,False,False,False,False,False,False,343.0,49.0,45.0,56.0,2520.0
110,111,4,vehicle,230.0,253.0,61.0,75.0,4575.0,260.5,290.5,False,False,False,False,False,False,230.0,253.0,61.0,75.0,4575.0
110,111,5,vehicle,343.0,54.0,46.0,56.0,2576.0,366.0,82.0,False,False,False,False,False,False,343.0,54.0,46.0,56.0,2576.0
111,112,4,vehicle,229.0,261.0,61.0,76.0,4636.0,259.5,299.0,False,False,False,False,False,False,229.0,261.0,61.0,76.0,4636.0
111,112,5,vehicle,343.0,59.0,46.0,57.0,2622.0,366.0,87.5,False,False,False,False,False,False,343.0,59.0,46.0,57.0,2622.0
112,113,4,vehicle,229.0,269.0,61.0,77.0,4697.0,259.5,307.5,False,False,False,False,False,False,229.0,269.0,61.0,77.0,4697.0
