scenario_id,seed,source_frame_number,time_seconds,uav_xyz,image_path,label_path,image_sha256,label_sha256,frame_pair_sha256,perceptual_dhash64,person_gt,vehicle_gt,label_empty,split
T07_north_lateral,4107,58,5.7,"[-20, -6.600000000000001, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T07_north_lateral__frame_0058.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T07_north_lateral__frame_0058.txt,2974C3D861600218D4170E44ACB2D3C4F9ABF9485C73CF779E53A036ABE56ECC,9FB9C2BA58EF3BD3B334C4B9336CA61443CA6EA2C45322B178F8ED01A4344F3A,4BCE37F71E4AF3338EE984C5D8092D028DD1BDF28FC32463D63EDF9EA206F450,4B616767B333DBC9,2,2,False,train
T07_north_lateral,4107,67,6.6,"[-20, -4.800000000000001, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T07_north_lateral__frame_0067.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T07_north_lateral__frame_0067.txt,AC04A715AF213B7770CA4788A64863C58521014FA73D588FF7CB6B58D76DBD84,490CC12B36286DA2B52DE181838E49A23C2A2F86341F0868A6D8FD9E20DB116D,4A10618F3EEBD89B2DA218DEFC2F72155648A67DDB1F2F6008B61034BF4490B7,D2CA4FEF6672939B,2,2,False,train
T07_north_lateral,4107,77,7.6,"[-20, -2.8000000000000007, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T07_north_lateral__frame_0077.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T07_north_lateral__frame_0077.txt,AFD5D32530630E00D0C26E1635B1521F6EEAD6C6B977E5C8E96616E1F4F63C3C,2AF6F7B5BD52C6CF48BF9F0C939E15DBCDFD533E60976F09CA17792E618AB4CC,4EAF9FEB06203B6E1A8BCA29C82472C191541109383E97956713A4B33DDFA31A,B593CEDFC6E62637,2,2,False,train
T07_north_lateral,4107,86,8.5,"[-20, -1, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T07_north_lateral__frame_0086.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T07_north_lateral__frame_0086.txt,BC1E2204588DFA10066030CCDC2598683725C36D9C4E54D1F056EA97D57A4152,9B7169898960BBA98E9AE35D1FC52C43B8E8A9B6F727882EC94C00D61BD6EFC4,D067D96EEF6A5B513C48D07DC166C6E0F0985AEA742E847C41C5BD9302E945DD,2A959D9D8DCC6C6E,2,2,False,train
T07_north_lateral,4107,96,9.5,"[-20, 1, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T07_north_lateral__frame_0096.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T07_north_lateral__frame_0096.txt,C86F3AF05BE0E36F52DA067DE555DEA2F1FE5BBD69D4FC4A73A0B6C518BE89FB,2C757A79F1F89471D18C65C80456E86D1775A39A39238133627782A6A8A1BE93,83F1255099499DCCE8CB7CF438218C816641D8CDBFEDC226F7C35E2027A77E92,4E2A3B3B1A98D84C,1,2,False,train
T07_north_lateral,4107,105,10.4,"[-20, 2.799999999999997, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T07_north_lateral__frame_0105.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T07_north_lateral__frame_0105.txt,F6D173870987680E7C57AF342467BF25D9D8EC0CE219C96CD0D35F8B3E6AFE0C,0EE2586ABB21779CD3033DFD1C42591D3EBF42201F4B73D428D3F82F8C7CDD19,AD0639773DFC876D932EA1E4A3AF31D87F5F150FEF00D7580BB0BAE1EEB451AB,CD6432773591B898,1,2,False,train
T07_north_lateral,4107,115,11.4,"[-20, 4.799999999999997, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T07_north_lateral__frame_0115.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T07_north_lateral__frame_0115.txt,61AA9C01F972699B46BF4AE7A2305EDFF693D769DB8B5515F59DB93722F376AC,B85F11EB5352B9405EF71897FBC7EF36F0AB54EFFCB97F9987CB28B1869BA986,B396E3B93F48784C567B3FEFB5BEBA5E05E6F35A60FFFA22039AFEA3166E40DB,895D64EE2A2230B0,1,1,False,train
T07_north_lateral,4107,124,12.3,"[-20, 6.600000000000001, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T07_north_lateral__frame_0124.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T07_north_lateral__frame_0124.txt,D7B18C094F1C83461413C88E4402C2F65270A6506A0285DF9B9352D1E1595FEE,AD53B0E81D84074D254B16EB187ECC8B94F9898D149D275903CB536A8402991F,CA1BA436ADB071BB1C6F9C419F6D6F750BE175D3C2CF5F456D77A94D0D938160,92BA6DFC6C666160,1,1,False,train
T07_north_lateral,4107,134,13.3,"[-20, 8.600000000000001, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T07_north_lateral__frame_0134.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T07_north_lateral__frame_0134.txt,EC362A7F1069E33DDF3F9B100137E3A5A222DB95872DE6EC91602BEFF5405624,1BBB9995D59C3D98938B87B1BC7BA4789C46063D27A498EFCE7B997AFA1225D1,9D1A7A06CC1F5856011CE98A2A4D259E6E45A46C55CE0708F17AA4E91DF4156A,3472DAF9D9C9C2C9,1,1,False,train
T07_north_lateral,4107,143,14.2,"[-20, 10.399999999999999, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T07_north_lateral__frame_0143.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T07_north_lateral__frame_0143.txt,8B3A1C20FD6793E195C393DDE8904D79437D19790F36B1D9B3A1CFB3E43A324D,F0C71B9852747CA9B69D65ECD588911560547DE3FBD716745B4DEEB38482EC20,E22A1CE7B1A8C7FFD8306402762C334F977794F3E44B21F0CA2B9C77E45CFA7D,6864B4B2B29A8493,1,1,False,train
T07_north_lateral,4107,153,15.2,"[-20, 12.399999999999999, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T07_north_lateral__frame_0153.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T07_north_lateral__frame_0153.txt,279092D81663FEFA42BEE15B3F7F8986D787DB4A738B99DFED6272A39033FAF1,8C122DD6ABBAB37F87850BAC8CD95D1026AC092798D73B5F59F66343961A433C,D6C9E389D40B85BC806904A9F221F9B9A9121DEF09CD2FEED7E052F238D94916,48C828E464250907,1,1,False,train
T07_north_lateral,4107,162,16.1,"[-20, 14.200000000000003, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T07_north_lateral__frame_0162.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T07_north_lateral__frame_0162.txt,F7203A6059C8567E4A7678DEF1D510780C61D180B90DD1725DE8E8C30F1DD1DB,6D5EB5F7C91DB3A8BAAE7730624B6687B106C777B7B13A18C6120D094A21110B,E80284320759091E88EB0EEFD1C90E77DAD5DDC58E922249785C171E5F5B5772,91D048C9C969130E,0,1,False,train
T07_north_lateral,4107,172,17.1,"[-20, 16.199999999999996, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T07_north_lateral__frame_0172.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T07_north_lateral__frame_0172.txt,2A2B631A84A920FBEDFE17A5FF7F0F3E9D87FC70D8170428C55E72CE12F2B5EB,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,9B251ECB551289920057176F2E0E2C4D754B20BD9CBB0A8CF73E2A027E60901A,A181919193D3261D,0,0,True,train
T07_north_lateral,4107,181,18.0,"[-20, 18, 55]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T07_north_lateral__frame_0181.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T07_north_lateral__frame_0181.txt,43F789D7357748F72F42E78BF204FC2260407A0C8B2044E2FF81462327B93CE2,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,C2FFBE75B3175A1462DBF20EAE3BAD03B793763DEA471C5B1F6F6092218B9E4F,4323232307A74D19,0,0,True,train
T08_south_lateral,4108,1,0.0,"[-16, 20, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T08_south_lateral__frame_0001.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T08_south_lateral__frame_0001.txt,995D90955DDB825D877632906DD70466D9B659B537F0221CC39E706E4A8BB9D9,23AB487F486830CE03DBC97A21F502CA1AF7D9972A6DD526F7870F5B85E5A28B,F9B80CBCA8DCD9B6325CF52644AF2D088EA03D09B60DC6BDD65F86C06D276047,A797974757272727,1,1,False,train
T08_south_lateral,4108,10,0.9,"[-16, 18, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T08_south_lateral__frame_0010.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T08_south_lateral__frame_0010.txt,85F032FFD15ED61AAC37FDC513B45B816DD7E81C94E5FDC1DF5360E5AB59DDBC,B6723AFA068243B0506C4050FB9A1B8DDF7A243DAF151FC9F096AD7074DB70F9,F5450702D119B782E91254DC0753C795A0F23182528F5FF152C44F8351FE844B,97D7476F6B938393,1,2,False,train
T08_south_lateral,4108,20,1.9,"[-16, 15.777777777777779, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T08_south_lateral__frame_0020.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T08_south_lateral__frame_0020.txt,B4807A92F9840243F7F5CE6C8DC4C2333E2BA895CE97A60F27ED6EF99AB90CC1,1E1A5482BE49E0FF0B27E255CCA3A92AE78F4ED95F8629FD69C4E58989393B9B,EB1F2C4BEAE1F4AD7C2B33CB5FE77BDED8B20C8819D732B2393F5B0C2591826F,D34B2B23A3D343C3,1,2,False,train
T08_south_lateral,4108,29,2.8,"[-16, 13.777777777777779, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T08_south_lateral__frame_0029.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T08_south_lateral__frame_0029.txt,7BEFEA14CA7ADAB2D4B9636BAAC7864BCC29EF43786C15AD2FDDA2F9EFF7DFBB,BA2B0B858629AC626470D76E088A53CE1ECC02FD675E2A000ED58EC014D559F6,A31521AA4BB3CC717667E6B4D853AE826137AE2A6CF56FF6F856EC43551E05E0,4BE7A591D5C92969,2,2,False,train
T08_south_lateral,4108,39,3.8,"[-16, 11.555555555555555, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T08_south_lateral__frame_0039.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T08_south_lateral__frame_0039.txt,4105C56F337653659915F085F94DF2D265B22344AF72E6071138E80C228115FA,A5296B4989DF80304062D92F838FAFD46B2FE8BA5B03A940702EF36398C21402,5A02E2B82C4B51C15640F40E95A2F471EB7A437D8F8EFEC27C6E7DFDE6F8C029,25E5955B4AE4A0A4,2,2,False,train
T08_south_lateral,4108,48,4.7,"[-16, 9.555555555555555, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T08_south_lateral__frame_0048.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T08_south_lateral__frame_0048.txt,4113C0AA4EC7E515168CF0CC3B3C7F548896E474628AFC6C09CDF3073D9912EF,73EDB86E6B71189EA8A2B9F371A216D907CB3B76D556A20D183ABBB8DA4A5C69,B5CBBE0AECE9A2DAD5C868F4BCEAA51530DBA98F8920FBDDAE6D95814FDD5956,3552524969F2D4D2,2,2,False,train
T08_south_lateral,4108,58,5.7,"[-16, 7.333333333333334, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T08_south_lateral__frame_0058.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T08_south_lateral__frame_0058.txt,8916132AD11050309E76B8D0CB28BADB986122D95B6D252607C356D6359E4CD8,C0B44554E830C40732223DB07D274025E4E789C532A113F5EA19241190D3E9DC,52673966518E00F36849DCDD0AB1BB00D2384048DC4C9C2AC5D3EBAAA85BE302,127969A4B4726AE9,2,3,False,train
T08_south_lateral,4108,67,6.6,"[-16, 5.333333333333334, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T08_south_lateral__frame_0067.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T08_south_lateral__frame_0067.txt,A4B9A9593A63F19480EBAE038664E49A8DE88955F8CB55C6C813D65BCB78E66A,D1A5E83BC9E6E136CC6A86BECE29D111C7296771B283BDA0FF52DEC7BE1B5E08,C42B8AD61601516FE32E8FD1492270EE44AB64AD2BCE1F9B0CF07BE3BA03ED76,3929A596D279216C,2,3,False,train
T08_south_lateral,4108,77,7.6,"[-16, 3.1111111111111107, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T08_south_lateral__frame_0077.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T08_south_lateral__frame_0077.txt,EEA70009C78C122424173C35072FEF6BD7C53773ECE5D52B9CDA3F5B81F49631,4660B3FEB941A866F6C1B074982F77EFA1690A8DED6490C939BB0932787DA727,539D628604DE5A4F351E970688AE654AEE970B197AA9C9ECEE59A19EFF02C676,8DB4D4D25A3C3436,3,3,False,train
T08_south_lateral,4108,86,8.5,"[-16, 1.1111111111111107, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T08_south_lateral__frame_0086.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T08_south_lateral__frame_0086.txt,7BB88CA57A29D98CE12B36CEEB95F0174CFF9C428BD58DA4FC0753771919E7B6,E63C87E66745F3030402D3B26FBDBC232FB56801BF838AEB1EA2EC7258B07850,4E63D1DBBEC4B5B8AD6F1B606136BE0796B76A7F8B50A91DC48D603419EFD160,C49E5A492D9C9ABA,3,3,False,train
T08_south_lateral,4108,96,9.5,"[-16, -1.1111111111111107, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T08_south_lateral__frame_0096.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T08_south_lateral__frame_0096.txt,A8D47C6C2EE4FFD91048315DF8FA0C9B47CCCBD86FC20E34FB795542F43A58EF,4D0463C7DB5AE8C71EBDAE39216A7A92CF5343367B96E5526858932D4BD8A815,06E5207A690E93775E9884D0CE0116012DD0C2CA8B1E7899CB33D69D0F878B94,C65AA9A5AE9A99DD,3,3,False,train
T08_south_lateral,4108,105,10.4,"[-16, -3.111111111111107, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T08_south_lateral__frame_0105.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T08_south_lateral__frame_0105.txt,0217C0F8CBD73B200FF61BC7DC055255C1D3026808B44028A5437B731EACD2C3,DDB3365777DF3256F4653D398A17B7EEE5D3940C0F17EAB97A0BECD1E73E8148,AF6FA1F38F043ACC4E467622D58BBF9679FE60534BA770BF623B7B33954AA39C,626DBDB4D7CDCC4D,3,2,False,train
T08_south_lateral,4108,115,11.4,"[-16, -5.333333333333332, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T08_south_lateral__frame_0115.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T08_south_lateral__frame_0115.txt,CB46D184C7E797F0D2874020BC694B2FAD609794778098BABE70BA70344F4F71,52637222D7AA4BAD9713AADA577DCD5A45C71C8768F3B817B1A08CA5AEB60EFC,41FD7FF516ECD561A0082EBF13D1A9BC2BE030EC5CA3C9936E95AE0E06907CE2,E3A5D4D24F666626,2,2,False,train
T08_south_lateral,4108,124,12.3,"[-16, -7.333333333333336, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T08_south_lateral__frame_0124.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T08_south_lateral__frame_0124.txt,CD370DF4DE14AFBC9302216BC05D461F8AADFBA394125B4491406E7179F2E63B,75F383D98BB1FE6449C63511CE0E599AC8802B49C8A6C19D75CF0A5426990349,C95A0703005BA58A6D7B474EAD066BD08606DE9FDB4DDBD6B7F53F32A6771536,F1B64A6A6AA7A7B7,2,2,False,train
T08_south_lateral,4108,134,13.3,"[-16, -9.555555555555557, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T08_south_lateral__frame_0134.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T08_south_lateral__frame_0134.txt,21F006CFF529F266DCFE5ED9E5DBC2089C4FC11397DF9CBF067A8C9B1B150D1B,7FFB47E4D295607D4CDF4F7DDCD5870529CC83CAC659259284808257A3ECFD57,D575EEBC96BD14AC60FB3292E4CF6DD0A45E5D79BB667F3C62B058C45126D726,71D3AFAD35B35353,2,2,False,train
T08_south_lateral,4108,143,14.2,"[-16, -11.555555555555554, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T08_south_lateral__frame_0143.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T08_south_lateral__frame_0143.txt,12C702E9A1B57E5F03CC5A5C5B52CD3E77530022D114B7C421D4D8B6EB1A3CF4,E06BB2C004C8606903E998DBFF7F3820666383D03935340766E2CA7A440A1EBE,1123EB64A3882BD3618C269992412A54FC7D5A0BC3BA994B2A775F387F21F421,597B35B4155B5929,2,2,False,train
T08_south_lateral,4108,153,15.2,"[-16, -13.777777777777779, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T08_south_lateral__frame_0153.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T08_south_lateral__frame_0153.txt,79ADCB8A9D0B22A0A1839D12EA94F15999C9500E8C07B91056A43C3951ACF89E,2B6B896A9E3693F49E81D1FAF9318FE7ACBB8D8C9FE6484EDE1CE9A2E44FEE75,90E9B89FA457CE7CF17E06734C2AFE9A60FAC2C85BCFC892F901E9A4DC98C111,7869165A1A292D2C,2,2,False,train
T08_south_lateral,4108,162,16.1,"[-16, -15.777777777777779, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T08_south_lateral__frame_0162.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T08_south_lateral__frame_0162.txt,1BE52B519462B45A37306497291A37B9BA859178354E21A25C34E9790A16D3DE,8EAC0DBA5C3C65C880EF48B747BC6B65462C1B0574E2278534B529212CB68EEF,40EF7A08C0C80884A379854FDE222CEFDBAB266DF63064EAF2CF9842DCC8F142,ACAD0A2A2D2C1416,2,2,False,train
T08_south_lateral,4108,172,17.1,"[-16, -18, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T08_south_lateral__frame_0172.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T08_south_lateral__frame_0172.txt,1508457DB6FD864AE824AFDBACABF463FB53A971BFB808BEAB003874F289C0C3,23EDF5CB87CC8737D5E7D7293ED6BFDD3DEE633261572B7636E06990D9972DCD,316DB81E2C1BD93E7E022C01BD6F67B0B0FED0217D058F528CD72F01D1332B40,B4B48DAD8496928A,2,1,False,train
T08_south_lateral,4108,181,18.0,"[-16, -20, 62]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T08_south_lateral__frame_0181.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T08_south_lateral__frame_0181.txt,8C90DA3D3898BA6B46F376BAD61E00EB85192FF67D257CEA2E82ADB578AEB765,96EE042BA577E589AF2B275BEE2377144D11FBB745646C576D66180C4DD03B02,6ED78FB24B865C714936F946AB6977FF06D7FD67BBA044F27CFE21E40CE58B3D,D6D6C5D4C6CBCBCB,1,1,False,train
T09_diagonal_swnE,4109,1,0.0,"[-32, -16, 56]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T09_diagonal_swnE__frame_0001.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T09_diagonal_swnE__frame_0001.txt,00F1620ED46EC57591A03308C3C151676BE7281800D1EA81D75D937FA5A90B92,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,92CAFD73FF2DDC52F514E0BE1DAB0853FD167B8D462E226E1037B9187B4B59EE,0B0D0D0204C0C0C0,0,0,True,train
T09_diagonal_swnE,4109,10,0.9,"[-29.8, -14.5, 56]",C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\images\train\T09_diagonal_swnE__frame_0010.png,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\data\diverse_training_scenario_split_v2\dataset\labels\train\T09_diagonal_swnE__frame_0010.txt,71FAAE9BDEAC0A012460C362AF3EF78885C9E47FE70F1110F3F12C78209CA6A4,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,99BFDDC98002E94C59D3D56E5F1F01949D77D626D802277D6B222E8CA3D6182C,061A092915088080,0,0,True,train
