frame_position_zero_based,frame_index_matlab_one_based,object_id,class_name,x,y,width,height,area,center_x,center_y,nonpositive,outside_left,outside_top,outside_right,outside_bottom,any_out_of_bounds,clipped_x,clipped_y,clipped_width,clipped_height,clipped_area
19,20,1,person,322.27675863527526,318.4909869273994,33.628585124030394,45.30968462392531,1523.7005863186432,339.0910511972904,341.145829239362,False,False,False,False,True,True,322.27675863527526,318.4909869273994,33.628585124030394,41.509013072600624,1395.8893795264405
19,20,2,person,243.19408987197755,85.98857640559709,27.85543165856666,54.041549013284225,1505.3506752626192,257.1218057012609,113.0093509122392,False,False,False,False,False,False,243.19408987197755,85.98857640559709,27.85543165856666,54.041549013284225,1505.3506752626192
20,21,1,person,321.47974758750615,332.16163747576405,33.96818406109992,44.5924334685472,1514.7239877919635,338.4638396180561,354.4578542100377,False,False,False,False,True,True,321.47974758750615,332.16163747576405,33.96818406109992,27.838362524235947,945.6186221828729
20,21,2,person,245.1598624508781,93.33153042994614,28.04862079980404,53.88688614713219,1511.4528356231242,259.1841728507801,120.27497350351223,False,False,False,False,False,False,245.1598624508781,93.33153042994614,28.04862079980404,53.88688614713219,1511.4528356231242
21,22,1,person,320.8464274806207,346.1580884577028,34.318295315573096,43.837748455186784,1504.4367974549084,338.00557513840727,368.07696268529617,False,False,False,False,True,True,320.8464274806207,346.1580884577028,34.318295315573096,13.841911542297225,475.030808040596
21,22,2,person,247.17867584245167,100.65082625141824,28.24121849446007,53.725776997289046,1517.281406965077,261.2992850896817,127.51371475006276,False,False,False,False,False,False,247.17867584245167,100.65082625141824,28.24121849446007,53.725776997289046,1517.281406965077
22,23,2,person,249.23513903868596,107.90181846767173,28.435798382387503,53.56614863768037,1523.19620278208,263.4530382298797,134.6848927865119,False,False,False,False,False,False,249.23513903868596,107.90181846767173,28.435798382387503,53.56614863768037,1523.19620278208
23,24,2,person,251.2829657509265,114.84802667510272,28.648084194034993,53.45323989795111,1531.3329170404538,265.60700784794403,141.57464662407827,False,False,False,False,False,False,251.2829657509265,114.84802667510272,28.648084194034993,53.45323989795111,1531.3329170404538
24,25,2,person,253.35893107450553,121.76587825888875,28.86015969073881,53.33468067255417,1539.2474012644743,267.78901091987495,148.43321859516584,False,False,False,False,False,False,253.35893107450553,121.76587825888875,28.86015969073881,53.33468067255417,1539.2474012644743
25,26,2,person,255.4535878316335,128.65346683065198,29.071929545248906,53.21050208556912,1546.9319676989853,269.98955260425794,155.25871787343652,False,False,False,False,False,False,255.4535878316335,128.65346683065198,29.071929545248906,53.21050208556912,1546.9319676989853
26,27,2,person,257.557235170863,135.50933833387944,29.283307884396322,53.080729006509756,1554.3793302258316,272.19888911306117,162.0497028371343,False,False,False,False,False,False,257.557235170863,135.50933833387944,29.283307884396322,53.080729006509756,1554.3793302258316
27,28,2,person,259.6599594154762,142.33252013284297,29.494219142941404,52.94537729773191,1561.5825606250196,274.4070689869469,168.80520878170893,False,False,False,False,False,False,259.6599594154762,142.33252013284297,29.494219142941404,52.94537729773191,1561.5825606250196
28,29,2,person,261.75167682919385,149.1225483534991,29.704598888532587,52.804450982404916,1568.5350359615186,276.60397627346015,175.52477384470154,False,False,False,False,False,False,261.75167682919385,149.1225483534991,29.704598888532587,52.804450982404916,1568.5350359615186
29,30,2,person,263.8221779902137,155.87949324470785,29.9143946123462,52.65793935742559,1575.230377411025,278.7793752963868,182.20846292342065,False,False,False,False,False,False,263.8221779902137,155.87949324470785,29.9143946123462,52.65793935742559,1575.230377411025
30,31,2,person,265.86117344173783,162.60398234951072,30.123566480344948,52.505814075506066,1581.6623809081384,280.9229566819103,188.85688938726375,False,False,False,False,False,False,265.86117344173783,162.60398234951072,30.123566480344948,52.505814075506066,1581.6623809081384
31,32,2,person,267.8583402685722,169.29722130130787,30.332088040524184,52.348026219937424,1587.8249400508103,283.0243842888343,195.47123441127658,False,False,False,False,False,False,267.8583402685722,169.29722130130787,30.332088040524184,52.348026219937424,1587.8249400508103
32,33,2,person,269.8033692354405,175.96101208817865,30.53994688202198,52.18450339421875,1593.7119617241365,285.0733426764515,202.05326378528804,False,False,False,False,False,False,269.8033692354405,175.96101208817865,30.53994688202198,52.18450339421875,1593.7119617241365
33,34,2,person,271.6860121136589,182.59776865986157,30.747145242530564,52.01514684686114,1599.3172749119954,287.05958473492416,208.60534208329216,False,False,False,False,False,False,271.6860121136589,182.59776865986157,30.747145242530564,52.01514684686114,1599.3172749119954
34,35,2,person,273.4961288189376,189.2105297855014,30.953700561061453,51.83982864926443,1604.6345331460661,288.9729790994684,215.13044411013362,False,False,False,False,False,False,273.4961288189376,189.2105297855014,30.953700561061453,51.83982864926443,1604.6345331460661
35,36,2,person,275.2237339844142,195.80296910563698,31.15964597377109,51.65838894165603,1609.6571109973734,290.8035569712997,221.632163576465,False,False,False,False,False,False,275.2237339844142,195.80296910563698,31.15964597377109,51.65838894165603,1609.6571109973734
36,37,2,person,276.8593366438852,202.38170472675705,31.364816970406082,51.47011590353142,1614.3507647598503,292.5417451290882,228.11676267852278,False,False,False,False,False,False,276.8593366438852,202.38170472675705,31.364816970406082,51.47011590353142,1614.3507647598503
37,38,2,person,278.39549536011754,208.9685094734406,31.567658822961278,51.27093234059075,1618.5032996629002,294.1793247715982,234.60397564373596,False,False,False,False,False,False,278.39549536011754,208.9685094734406,31.567658822961278,51.27093234059075,1618.5032996629002
38,39,2,person,279.82054379353315,215.55032190557216,31.769932936558575,51.06470164993755,1622.3221468438878,295.70551026181244,241.08267273054093,False,False,False,False,False,False,279.82054379353315,215.55032190557216,31.769932936558575,51.06470164993755,1622.3221468438878
39,40,2,person,281.125557192783,222.13325448103805,31.97174282098348,50.85113483184725,1625.7994049989752,297.1114286032747,247.55882189696166,False,False,False,False,False,False,281.125557192783,222.13325448103805,31.97174282098348,50.85113483184725,1625.7994049989752
40,41,2,person,282.30198305535714,228.72406063289498,32.17321000949056,50.62989994584564,1628.9264037171863,298.3885880601024,254.0390106058178,False,False,False,False,False,False,282.30198305535714,228.72406063289498,32.17321000949056,50.62989994584564,1628.9264037171863
41,42,2,person,283.34167719048617,235.33012929371645,32.374474178413266,50.40061977934673,1631.6935636224855,299.5289142796928,260.53043918338983,False,False,False,False,False,False,283.34167719048617,235.33012929371645,32.374474178413266,50.40061977934673,1631.6935636224855
42,43,2,person,284.2369369199843,241.95947722297262,32.5756932076082,50.16286957552268,1634.09024970549,300.5247835237884,267.04091201073396,False,False,False,False,False,False,284.2369369199843,241.95947722297262,32.5756932076082,50.16286957552268,1634.09024970549
42,43,3,person,392.3364671798566,-56.987942969349916,25.40101389000887,58.566065858545215,1487.6374523560812,405.036974124861,-27.70491004007731,False,False,True,False,False,True,392.3364671798566,0.0,25.40101389000887,1.5781228891952992,40.08592142859072
43,44,2,person,284.98053121571724,248.62073935587142,32.777043185260936,49.916174803080935,1636.1046171636176,301.3690528083477,273.5788267574119,False,False,False,False,False,False,284.98053121571724,248.62073935587142,32.777043185260936,49.916174803080935,1636.1046171636176
43,44,3,person,390.4194110380891,-51.16666102953664,25.517442663291263,58.45235106704021,1491.5545168877704,403.1781323697347,-21.940485496016535,False,False,True,False,False,True,390.4194110380891,0.0,25.517442663291263,7.285690037503571,185.91217779450974
44,45,2,person,285.5657276107742,255.3231574168948,32.97871836118924,49.66000894643753,1637.7234488587012,302.0550867913688,280.15316189011355,False,False,False,False,False,False,285.5657276107742,255.3231574168948,32.97871836118924,49.66000894643753,1637.7234488587012
44,45,3,person,388.4689713926836,-45.19816591765249,25.638024301177722,58.33491764854509,1495.5920362806,401.2879835432725,-16.030707093379945,False,False,True,False,False,True,388.4689713926836,0.0,25.638024301177722,13.136751730892598,336.80036011516296
45,46,2,person,285.98631576101025,262.0765670624064,33.18093105331343,49.39379129080646,1638.9319832820026,302.57678128766696,286.77346270780964,False,False,False,False,False,False,285.98631576101025,262.0765670624064,33.18093105331343,49.39379129080646,1638.9319832820026
45,46,3,person,386.49264020081677,-39.080290077660635,25.76302322837529,58.21388608086744,1499.7656993153807,399.37415181500444,-9.973347037226915,False,False,True,False,False,True,386.49264020081677,0.0,25.76302322837529,19.133596003206804,492.9392782729655
46,47,2,person,286.23662757368334,268.89138383395925,33.38391151243388,49.11688467302804,1639.713731690788,302.9285833299003,293.4498261704733,False,False,False,False,False,False,286.23662757368334,268.89138383395925,33.38391151243388,49.11688467302804,1639.713731690788
46,47,3,person,384.4980130199549,-32.81088073489292,25.892703704519363,58.089348952982505,1504.0903008280081,397.4443648722146,-3.7662062584016667,False,False,True,False,False,True,384.4980130199549,0.0,25.892703704519363,25.278468218089586,654.5278876751032
47,48,2,person,286.3115538597924,275.77858821717564,33.587907750840486,48.82859316555778,1640.0502828480749,303.10550773521265,300.1928847999545,False,False,False,False,False,False,286.3115538597924,275.77858821717564,33.587907750840486,48.82859316555778,1640.0502828480749
47,48,3,person,382.4927730091364,-26.38779203813999,26.02732952710977,57.96136863009255,1508.579641177702,395.50643777269124,2.5928922769062837,False,False,True,False,False,True,382.4927730091364,0.0,26.02732952710977,31.57357659195256,821.7758823081888
48,49,2,person,286.20655750577055,282.74971011027054,33.79318534059462,48.52815965796793,1639.921093559677,303.10315017606786,307.0137899392545,False,False,False,False,False,False,286.20655750577055,282.74971011027054,33.79318534059462,48.52815965796793,1639.921093559677
48,49,3,person,380.4846759119465,-19.80887755821692,26.16716374674047,57.829974960460305,1513.2464242602662,393.56825778531675,9.106109922013232,False,False,True,False,False,True,380.4846759119465,0.0,26.16716374674047,38.021097402243385,994.9042815552714
49,50,2,person,285.91768319782034,289.81681301149536,34.00002718755087,48.21476329756524,1639.303262958548,302.91769679159574,313.924194660278,False,False,False,False,False,False,285.91768319782034,289.81681301149536,34.00002718755087,48.21476329756524,1639.303262958548
49,50,3,person,378.4815359950433,-13.071983233828291,26.312468392004405,57.695163025103795,1518.102153469585,391.63777019104555,15.775598278723606,False,False,True,False,False,True,378.4815359950433,0.0,26.312468392004405,44.623179791275504,1174.1460078086664
50,51,2,person,285.4415637678564,296.9924782361121,34.20873328734473,47.88751674831815,1638.1712882364693,302.54593041152873,320.9362366102712,False,False,False,False,False,False,285.4415637678564,296.9924782361121,34.20873328734473,47.88751674831815,1638.1712882364693
50,51,3,person,376.49121289969366,-6.174940851502413,26.463504201219166,57.55689093113884,1523.157024965306,389.72296500030325,22.603504614067006,False,False,True,False,False,True,376.49121289969366,0.0,26.463504201219166,51.381950079636425,1359.7464517992921
51,52,2,person,284.77542326327716,304.2897894711898,34.41962046964716,47.545463225173705,1636.496799264045,301.98523349810074,328.0625210837767,False,False,False,False,False,False,284.77542326327716,304.2897894711898,34.41962046964716,47.545463225173705,1636.496799264045
51,52,3,person,374.52159934840626,0.884437857903265,26.620530357904556,57.41507764942304,1528.4198175679135,387.83186452735856,29.591976682614785,False,False,False,False,False,False,374.52159934840626,0.884437857903265,26.620530357904556,57.41507764942304,1528.4198175679135
52,53,2,person,283.917076873227,311.72231797079195,34.633022136996544,47.18757325901521,1634.2482692706199,301.2335879417253,335.3161046002996,False,False,False,False,False,False,283.917076873227,311.72231797079195,34.633022136996544,47.18757325901521,1634.2482692706199
52,53,3,person,372.5806096344327,8.108366428028972,26.783804226758377,57.26960089719665,1533.897778575101,385.97251174781184,36.7431668766273,False,False,False,False,False,False,372.5806096344327,8.108366428028972,26.783804226758377,57.26960089719665,1533.897778575101
53,54,2,person,282.86492787131317,319.30410868532886,34.849288004458515,46.81274114592253,1631.3906984724197,300.2895718735424,342.7104792582901,False,False,False,False,True,True,282.86492787131317,319.30410868532886,34.849288004458515,40.695891314671144,1418.2228370231167
53,54,3,person,370.67616880868957,15.49908809758199,26.953581086716667,57.12029506663686,1539.5965047757786,384.1529593520479,44.05923563090042,False,False,False,False,False,False,370.67616880868957,15.49908809758199,26.953581086716667,57.12029506663686,1539.5965047757786
54,55,2,person,281.6179617586662,327.0496676073358,35.068783846244116,46.41978103299493,1627.8852672360817,299.1523536817882,350.25955812383324,False,False,False,False,True,True,281.6179617586662,327.0496676073358,35.068783846244116,32.95033239266422,1155.5280843402372
54,55,3,person,368.81620246653654,23.058879413624567,27.1301138575501,56.96694920065188,1545.5198179309582,382.3812593953116,51.54235401395051,False,False,False,False,False,False,368.81620246653654,23.058879413624567,27.1301138575501,56.96694920065188,1545.5198179309582
55,56,2,person,280.1757378116146,334.9739506021046,35.29189125524243,46.00742259172927,1623.6889550412932,297.8216834392358,357.97766189796926,False,False,False,False,True,True,280.1757378116146,334.9739506021046,35.29189125524243,25.026049397895406,883.21661389885
55,56,3,person,367.00862702583913,30.79005293314117,27.313652816340323,56.80930501784161,1551.669633994906,380.6654534340093,59.194705442061974,False,False,False,False,False,False,367.00862702583913,30.79005293314117,27.313652816340323,56.80930501784161,1551.669633994906
56,57,2,person,278.53837825499585,343.0923539758593,35.51900742120171,45.5743062287529,1618.7541211551936,296.29788196559673,365.87950709023573,False,False,False,False,True,True,278.53837825499585,343.0923539758593,35.51900742120171,16.907646024140718,600.5428046065057
56,57,3,person,365.261340377845,38.69495896308118,27.504445300097245,56.647054989342195,1558.045825365963,379.0135630278936,67.01848645775227,False,False,False,False,False,False,365.261340377845,38.69495896308118,27.504445300097245,56.647054989342195,1558.045825365963
57,58,2,person,276.70655529522134,351.4207070169348,35.75054493303253,45.11897778252319,1613.0280425465917,294.5818277617376,373.9801959081964,False,False,False,False,True,True,276.70655529522134,351.4207070169348,35.75054493303253,8.579292983065216,306.7143992847237
57,58,3,person,363.5822127836076,46.7759862837099,27.702735390724172,56.47984047125796,1564.6460754855732,377.4335804789697,75.01590651933887,False,False,False,False,False,False,363.5822127836076,46.7759862837099,27.702735390724172,56.47984047125796,1564.6460754855732
58,59,2,person,274.6814762567078,359.9752667271409,35.98693161041081,44.63988265335348,1606.4524041429954,292.6749420619132,382.29520805381765,False,False,False,False,True,True,274.6814762567078,359.9752667271409,35.98693161041081,0.02473327285912319,0.890074598882896
58,59,3,person,361.9790778809901,55.03556180480717,27.908763578509138,56.30724989755733,1571.4657251469603,375.93345967024464,83.18918675358583,False,False,False,False,False,False,361.9790778809901,55.03556180480717,27.908763578509138,56.30724989755733,1571.4657251469603
58,59,4,vehicle,251.55130838239228,-68.72260872165137,51.336518713205805,72.07719220042131,3700.19212619226,277.2195677389952,-32.684012621440715,False,False,True,False,False,True,251.55130838239228,0.0,51.336518713205805,3.354583478769939,172.212637532884
59,60,3,person,360.4694640994123,63.36047354871036,28.12953678969194,56.15000920949005,1579.4737497998917,374.5342324942583,91.43547815345539,False,False,False,False,False,False,360.4694640994123,63.36047354871036,28.12953678969194,56.15000920949005,1579.4737497998917
59,60,4,vehicle,251.18330740036916,-64.36437392346079,51.61251944972312,72.24410812081419,3728.7004355134227,276.98956712523074,-28.242319863053694,False,False,True,False,False,True,251.18330740036916,0.0,51.61251944972312,7.8797341973534,406.6929345195508
60,61,3,person,359.0506303151846,71.87369445204159,28.358590167928412,55.986033359988895,1587.6849751838931,373.2299253991488,99.86671113203604,False,False,False,False,False,False,359.0506303151846,71.87369445204159,28.358590167928412,55.986033359988895,1587.6849751838931
60,61,4,vehicle,250.81132805909306,-59.95781700040985,51.89150395568021,72.41043049243564,3757.4861403307304,276.7570800369332,-23.75260175419203,False,False,True,False,False,True,250.81132805909306,0.0,51.89150395568021,12.45261349202579,646.184842280013
61,62,3,person,357.72723565693394,80.61573176437575,28.593817502295167,55.80761414970395,1595.7527342351402,372.0241444080815,108.51953883922772,False,False,False,False,False,False,357.72723565693394,80.61573176437575,28.593817502295167,55.80761414970395,1595.7527342351402
61,62,4,vehicle,250.4353054944985,-55.502129811742265,52.17352087912616,72.57611029650852,3786.5512058806503,276.5220659340616,-19.214074663488006,False,False,True,False,False,True,250.4353054944985,0.0,52.17352087912616,17.073980484766253,890.8096773117446
62,63,3,person,356.50960920852697,89.557755157961,28.83724520553244,55.61980781897455,1603.9220363603595,370.9282318112932,117.36765906744827,False,False,False,False,False,False,356.50960920852697,89.557755157961,28.83724520553244,55.61980781897455,1603.9220363603595
62,63,4,vehicle,250.0551734247369,-50.99648609518465,52.458619931447345,72.74109657696653,3815.8975387277924,276.28448339046054,-14.625937806701387,False,False,True,False,False,True,250.0551734247369,0.0,52.458619931447345,21.744610481781876,1140.6922568211617
63,64,3,person,355.4053483055974,98.70229712154745,29.08905475419482,55.4218611285267,1612.1695529470946,369.9498756826948,126.4132276858108,False,False,False,False,False,False,355.4053483055974,98.70229712154745,29.08905475419482,55.4218611285267,1612.1695529470946
63,64,4,vehicle,249.67086411122688,-46.44004095614281,52.74685191657983,72.9053363632654,3845.526981081603,276.0442900695168,-9.987372774510106,False,False,True,False,False,True,249.67086411122688,0.0,52.74685191657983,26.465295407122596,1395.9610177680358
64,65,3,person,354.4219496163124,108.05183025254198,29.349420724190054,55.21296628246361,1620.4685768545442,369.09665997840744,135.65831339377377,False,False,False,False,False,False,354.4219496163124,108.05183025254198,29.349420724190054,55.21296628246361,1620.4685768545442
64,65,4,vehicle,249.2823083184132,-41.83193033952324,53.038268761190125,73.06877458983391,3875.4413047464304,275.80144269900825,-5.297543044606286,False,False,True,False,False,True,249.2823083184132,0.0,53.038268761190125,31.236844250310668,1656.7481405994135
65,66,3,person,353.5667940578848,117.60875712840246,29.618510191727466,54.99226035831322,1628.7888238888304,368.37604915374857,145.10488730755907,False,False,False,False,False,False,353.5667940578848,117.60875712840246,29.618510191727466,54.99226035831322,1628.7888238888304
65,66,4,vehicle,248.8894352721847,-37.17127048348385,53.33292354586149,73.23135401200307,3905.6422046820767,275.55589704511544,-0.5555934774823186,False,False,True,False,False,True,248.8894352721847,0.0,53.33292354586149,36.060083528519215,1923.1896778838945
66,67,3,person,352.8471305701407,127.37539907919827,29.896482092364693,54.7588249378108,1637.0962291521937,367.795371616323,154.75481154810367,False,False,False,False,False,False,352.8471305701407,127.37539907919827,29.896482092364693,54.7588249378108,1637.0962291521937
66,67,4,vehicle,248.49217261689785,-32.45715735439086,53.63087053732659,73.39301511824269,3936.1312921505264,275.30760788556114,4.239350204730485,False,False,True,False,False,True,248.49217261689785,0.0,53.63087053732659,40.93585776385183,2195.425688067553
67,68,3,person,352.27005862016296,137.3539838765139,30.183486537255533,54.511685961824014,1645.3527393518166,367.36180188879075,164.6098268574259,False,False,False,False,False,False,352.27005862016296,137.3539838765139,30.183486537255533,54.511685961824014,1645.3527393518166
67,68,4,vehicle,248.0904463709524,-27.68866606222184,53.93216522178568,73.55369603852546,3966.910087422758,275.05652898184525,9.088181957040888,False,False,True,False,False,True,248.0904463709524,0.0,53.93216522178568,45.86502997630362,2473.6003745841595
